"d_phi_p [deg]","fc [GHz]","Time [us]","re(SP(i1)) [mV]","re(SP(i2)) [mV]","re(SP(i3)) [mV]","re(SP(i4)) [mV]","re(SP(q1)) [mV]","re(SP(q2)) [mV]","re(SP(q3)) [mV]","re(SP(q4)) [mV]"
95,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
95,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
95,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
95,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
95,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
96,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
96,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
96,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
96,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
96,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
96,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
96,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
96,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
96,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
96,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
96,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
96,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
96,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
96,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
96,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
96,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
96,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
96,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
97,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
97,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
97,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
97,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
97,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
97,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
97,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
97,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
97,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
97,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
97,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
97,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
97,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
97,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
97,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
97,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
97,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
97,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
98,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
98,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
98,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
98,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
98,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
98,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
98,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
98,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
98,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
98,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
98,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
98,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
98,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
98,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
98,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
98,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
98,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
98,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
99,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
99,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
99,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
99,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
99,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
99,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
99,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
99,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
99,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
99,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
99,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
99,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
99,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
99,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
99,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
99,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
99,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
99,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
100,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
100,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
100,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
100,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
100,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
100,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
100,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
100,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
100,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
100,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
100,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
100,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
100,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
100,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
100,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
100,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
100,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
100,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
101,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
101,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
101,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
101,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
101,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
101,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
101,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
101,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
101,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
101,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
101,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
101,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
101,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
101,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
101,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
101,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
101,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
101,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
102,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
102,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
102,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
102,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
102,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
102,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
102,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
102,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
102,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
102,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
102,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
102,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
102,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
102,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
102,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
102,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
102,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
102,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
103,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
103,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
103,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
103,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
103,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
103,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
103,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
103,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
103,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
103,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
103,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
103,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
103,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
103,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
103,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
103,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
103,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
103,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
104,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
104,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
104,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
104,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
104,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
104,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
104,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
104,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
104,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
104,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
104,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
104,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
104,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
104,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
104,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
104,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
104,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
104,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
105,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
105,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
105,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
105,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
105,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
105,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
105,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
105,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
105,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
105,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
105,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
105,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
105,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
105,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
105,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
105,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
105,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
